"","acc"
"20501",1
"20502",0
"20503",1
"20504",1
"20505",0
"20506",0
"20507",0
"20508",1
"20509",1
"20510",0
"20511",1
"20512",0
"20513",0
"20514",1
"20515",1
"20516",1
"20517",1
"20518",1
"20519",1
"20520",1
"20521",1
"20522",0
"20523",0
"20524",1
"20525",1
"20526",1
"20527",1
"20528",0
"20529",0
"20530",1
"20531",1
"20532",0
"20533",1
"20534",1
"20535",0
"20536",1
"20537",0
"20538",1
"20539",1
"20540",1
"20541",1
"20542",1
"20543",1
"20544",1
"20545",0
"20546",0
"20547",1
"20548",1
"20549",0
"20550",1
"20551",1
"20552",0
"20553",1
"20554",0
"20555",1
"20556",1
"20557",1
"20558",1
"20559",0
"20560",1
"20561",0
"20562",1
"20563",1
"20564",1
"20565",0
"20566",0
"20567",1
"20568",0
"20569",1
"20570",0
"20571",0
"20572",1
"20573",1
"20574",1
"20575",1
"20576",1
"20577",0
"20578",1
"20579",1
"20580",0
"20581",0
"20582",0
"20583",0
"20584",1
"20585",1
"20586",1
"20587",1
"20588",0
"20589",1
"20590",0
"20591",0
"20592",1
"20593",1
"20594",1
"20595",1
"20596",1
"20597",1
"20598",0
"20599",1
"20600",0
"20601",1
"20602",0
"20603",0
"20604",1
"20605",1
"20606",0
"20607",1
"20608",0
"20609",0
"20610",0
"20611",0
"20612",1
"20613",0
"20614",0
"20615",1
"20616",0
"20617",1
"20618",1
"20619",0
"20620",0
"20621",1
"20622",1
"20623",0
"20624",1
"20625",0
"20626",1
"20627",1
"20628",0
"20629",0
"20630",1
"20631",1
"20632",1
"20633",1
"20634",1
"20635",1
"20636",1
"20637",1
"20638",1
"20639",1
"20640",1
"20641",1
"20642",0
"20643",1
"20644",1
"20645",0
"20646",1
"20647",0
"20648",1
"20649",0
"20650",0
"20651",1
"20652",1
"20653",1
"20654",1
"20655",1
"20656",1
"20657",1
"20658",1
"20659",0
"20660",1
"20661",1
"20662",1
"20663",0
"20664",0
"20665",1
"20666",1
"20667",0
"20668",0
"20669",1
"20670",0
"20671",1
"20672",0
"20673",1
"20674",0
"20675",1
"20676",1
"20677",1
"20678",1
"20679",1
"20680",0
"20681",1
"20682",1
"20683",1
"20684",0
"20685",1
"20686",1
"20687",1
"20688",1
"20689",0
"20690",1
"20691",1
"20692",0
"20693",0
"20694",1
"20695",0
"20696",1
"20697",1
"20698",1
"20699",1
"20700",1
"20701",1
"20702",0
"20703",0
"20704",1
"20705",1
"20706",0
"20707",0
"20708",0
"20709",1
"20710",0
"20711",1
"20712",1
"20713",0
"20714",1
"20715",1
"20716",1
"20717",1
"20718",1
"20719",1
"20720",1
"20721",0
"20722",1
"20723",1
"20724",1
"20725",1
"20726",0
"20727",1
"20728",1
"20729",1
"20730",1
"20731",0
"20732",0
"20733",1
"20734",0
"20735",1
"20736",0
"20737",0
"20738",0
"20739",0
"20740",0
"20741",0
"20742",1
"20743",0
"20744",0
"20745",1
"20746",1
"20747",0
"20748",0
"20749",1
"20750",1
"20751",1
"20752",1
"20753",0
"20754",0
"20755",0
"20756",1
"20757",1
"20758",1
"20759",1
"20760",1
"20761",1
"20762",1
"20763",0
"20764",0
"20765",1
"20766",1
"20767",1
"20768",1
"20769",1
"20770",1
"20771",1
"20772",0
"20773",0
"20774",1
"20775",1
"20776",0
"20777",1
"20778",0
"20779",1
"20780",1
"20781",1
"20782",0
"20783",1
"20784",1
"20785",0
"20786",1
"20787",1
"20788",1
"20789",1
"20790",1
"20791",1
"20792",1
"20793",0
"20794",1
"20795",1
"20796",1
"20797",1
"20798",1
"20799",1
"20800",0
"20801",1
"20802",1
"20803",0
"20804",1
"20805",1
"20806",1
"20807",0
"20808",1
"20809",1
"20810",0
"20811",0
"20812",1
"20813",1
"20814",1
"20815",1
"20816",1
"20817",0
"20818",1
"20819",1
"20820",1
"20821",1
"20822",1
"20823",1
"20824",1
"20825",1
"20826",1
"20827",0
"20828",0
"20829",0
"20830",1
"20831",1
"20832",0
"20833",1
"20834",0
"20835",1
"20836",1
"20837",1
"20838",1
"20839",1
"20840",1
"20841",1
"20842",1
"20843",1
"20844",0
"20845",1
"20846",1
"20847",1
"20848",1
"20849",1
"20850",1
"20851",1
"20852",1
"20853",1
"20854",0
"20855",1
"20856",1
"20857",0
"20858",1
"20859",1
"20860",1
"20861",1
"20862",0
"20863",1
"20864",1
"20865",0
"20866",1
"20867",0
"20868",1
"20869",1
"20870",1
"20871",0
"20872",1
"20873",1
"20874",1
"20875",0
"20876",1
"20877",1
"20878",0
"20879",1
"20880",1
"20881",1
"20882",0
"20883",0
"20884",1
"20885",1
"20886",1
"20887",1
"20888",1
"20889",1
"20890",1
"20891",0
"20892",0
"20893",1
"20894",1
"20895",1
"20896",1
"20897",1
"20898",0
"20899",1
"20900",1
"20901",1
"20902",0
"20903",1
"20904",0
"20905",1
"20906",1
"20907",1
"20908",1
"20909",1
"20910",0
"20911",0
"20912",0
"20913",0
"20914",0
"20915",1
"20916",1
"20917",0
"20918",1
"20919",1
"20920",1
"20921",1
"20922",1
"20923",1
"20924",0
"20925",1
"20926",1
"20927",1
"20928",1
"20929",1
"20930",0
"20931",1
"20932",1
"20933",1
"20934",1
"20935",1
"20936",1
"20937",1
"20938",0
"20939",1
"20940",1
"20941",1
"20942",0
"20943",1
"20944",0
"20945",1
"20946",1
"20947",1
"20948",1
"20949",1
"20950",0
"20951",0
"20952",0
"20953",1
"20954",0
"20955",1
"20956",1
"20957",1
"20958",0
"20959",0
"20960",0
"20961",1
"20962",0
"20963",1
"20964",1
"20965",1
"20966",0
"20967",0
"20968",1
"20969",1
"20970",1
"20971",1
"20972",0
"20973",1
"20974",1
"20975",1
"20976",1
"20977",0
"20978",0
"20979",0
"20980",1
"20981",0
"20982",1
"20983",1
"20984",0
"20985",1
"20986",1
"20987",1
"20988",1
"20989",1
"20990",1
"20991",0
"20992",0
"20993",0
"20994",1
"20995",1
"20996",0
"20997",1
"20998",1
"20999",1
"21000",1
"21001",0
"21002",1
"21003",1
"21004",1
"21005",1
"21006",1
"21007",0
"21008",1
"21009",1
"21010",0
"21011",0
"21012",0
"21013",1
"21014",0
"21015",1
"21016",1
"21017",1
"21018",0
"21019",1
"21020",1
"21021",0
"21022",1
"21023",0
"21024",0
"21025",1
"21026",0
"21027",0
"21028",0
"21029",0
"21030",1
"21031",0
"21032",1
"21033",1
"21034",1
"21035",1
"21036",1
"21037",0
"21038",0
"21039",1
"21040",1
"21041",0
"21042",1
"21043",1
"21044",1
"21045",1
"21046",0
"21047",1
"21048",0
"21049",1
"21050",0
"21051",1
"21052",1
"21053",0
"21054",0
"21055",1
"21056",0
"21057",1
"21058",0
"21059",0
"21060",0
"21061",1
"21062",1
"21063",1
"21064",1
"21065",1
"21066",0
"21067",1
"21068",0
"21069",1
"21070",1
"21071",0
"21072",1
"21073",1
"21074",0
"21075",1
"21076",0
"21077",1
"21078",0
"21079",0
"21080",1
"21081",1
"21082",1
"21083",1
"21084",1
"21085",1
"21086",0
"21087",1
"21088",0
"21089",1
"21090",1
"21091",0
"21092",1
"21093",1
"21094",1
"21095",1
"21096",1
"21097",0
"21098",0
"21099",1
"21100",1
"21101",0
"21102",0
"21103",0
"21104",1
"21105",0
"21106",1
"21107",1
"21108",0
"21109",0
"21110",0
"21111",1
"21112",0
"21113",0
"21114",1
"21115",1
"21116",0
"21117",0
"21118",0
"21119",1
"21120",0
"21121",0
"21122",1
"21123",0
"21124",0
"21125",1
"21126",0
"21127",1
"21128",0
"21129",0
"21130",0
"21131",0
"21132",1
"21133",0
"21134",0
"21135",0
"21136",0
"21137",1
"21138",0
"21139",1
"21140",1
"21141",1
"21142",0
"21143",1
"21144",0
"21145",1
"21146",0
"21147",0
"21148",1
"21149",1
"21150",0
"21151",0
"21152",0
"21153",1
"21154",0
"21155",1
"21156",0
"21157",1
"21158",1
"21159",1
"21160",1
"21161",1
"21162",1
"21163",1
"21164",1
"21165",0
"21166",1
"21167",1
"21168",1
"21169",0
"21170",0
"21171",0
"21172",1
"21173",0
"21174",1
"21175",1
"21176",1
"21177",0
"21178",1
"21179",1
"21180",1
"21181",1
"21182",0
"21183",1
"21184",1
"21185",1
"21186",1
"21187",0
"21188",1
"21189",1
"21190",1
"21191",1
"21192",0
"21193",1
"21194",1
"21195",1
"21196",1
"21197",1
"21198",0
"21199",0
"21200",1
"21201",0
"21202",1
"21203",1
"21204",0
"21205",0
"21206",1
"21207",1
"21208",1
"21209",0
"21210",1
"21211",0
"21212",0
"21213",1
"21214",0
"21215",0
"21216",1
"21217",0
"21218",0
"21219",0
"21220",1
"21221",0
"21222",0
"21223",1
"21224",0
"21225",1
"21226",1
"21227",0
"21228",1
"21229",0
"21230",0
"21231",1
"21232",0
"21233",1
"21234",1
"21235",0
"21236",0
"21237",1
"21238",0
"21239",0
"21240",0
"21241",0
"21242",0
"21243",1
"21244",1
"21245",1
"21246",1
"21247",1
"21248",1
"21249",1
"21250",1
"21251",1
"21252",1
"21253",0
"21254",0
"21255",1
"21256",1
"21257",0
"21258",0
"21259",0
"21260",1
"21261",0
"21262",1
"21263",1
"21264",1
"21265",0
"21266",1
"21267",0
"21268",1
"21269",0
"21270",1
"21271",1
"21272",1
"21273",0
"21274",1
"21275",1
"21276",1
"21277",0
"21278",0
"21279",1
"21280",0
"21281",0
"21282",1
"21283",0
"21284",1
"21285",0
"21286",0
"21287",1
"21288",1
"21289",1
"21290",0
"21291",0
"21292",0
"21293",0
"21294",1
"21295",1
"21296",1
"21297",0
"21298",1
"21299",0
"21300",0
"21301",1
"21302",0
"21303",0
"21304",1
"21305",0
"21306",1
"21307",0
"21308",0
"21309",0
"21310",0
"21311",0
"21312",0
"21313",1
"21314",1
"21315",1
"21316",1
"21317",0
"21318",0
"21319",0
"21320",1
"21321",0
"21322",0
"21323",0
"21324",1
"21325",0
"21326",1
"21327",1
"21328",1
"21329",1
"21330",1
"21331",1
"21332",0
"21333",0
"21334",1
"21335",0
"21336",0
"21337",1
"21338",1
"21339",0
"21340",0
"21341",0
"21342",0
"21343",1
"21344",1
"21345",1
"21346",0
"21347",0
"21348",1
"21349",0
"21350",1
"21351",1
"21352",1
"21353",1
"21354",0
"21355",1
"21356",0
"21357",0
"21358",1
"21359",0
"21360",0
"21361",0
"21362",1
"21363",0
"21364",1
"21365",0
"21366",0
"21367",1
"21368",0
"21369",0
"21370",1
"21371",0
"21372",1
"21373",1
"21374",1
"21375",1
"21376",0
"21377",1
"21378",0
"21379",0
"21380",1
"21381",1
"21382",0
"21383",1
"21384",1
"21385",0
"21386",1
"21387",0
"21388",0
"21389",0
"21390",0
"21391",0
"21392",0
"21393",1
"21394",0
"21395",0
"21396",1
"21397",0
"21398",1
"21399",1
"21400",0
"21401",1
"21402",0
"21403",0
"21404",0
"21405",0
"21406",0
"21407",0
"21408",1
"21409",1
"21410",0
"21411",0
"21412",0
"21413",0
"21414",1
"21415",0
"21416",0
"21417",0
"21418",1
"21419",0
"21420",0
"21421",1
"21422",0
"21423",1
"21424",0
"21425",0
"21426",1
"21427",0
"21428",1
"21429",0
"21430",1
"21431",0
"21432",1
"21433",0
"21434",1
"21435",1
"21436",0
"21437",1
"21438",0
"21439",0
"21440",0
"21441",0
"21442",1
"21443",0
"21444",0
"21445",1
"21446",0
"21447",1
"21448",1
"21449",0
"21450",0
"21451",0
"21452",1
"21453",0
"21454",1
"21455",1
"21456",1
"21457",1
"21458",1
"21459",0
"21460",1
"21461",1
"21462",1
"21463",1
"21464",1
"21465",0
"21466",1
"21467",0
"21468",0
"21469",0
"21470",1
"21471",1
"21472",0
"21473",1
"21474",0
"21475",0
"21476",0
"21477",1
"21478",0
"21479",0
"21480",1
"21481",1
"21482",0
"21483",1
"21484",0
"21485",1
"21486",1
"21487",1
"21488",0
"21489",1
"21490",0
"21491",1
"21492",1
"21493",1
"21494",1
"21495",1
"21496",1
"21497",0
"21498",1
"21499",0
"21500",1
"21501",1
"21502",1
"21503",0
"21504",0
"21505",1
"21506",1
"21507",1
"21508",1
"21509",1
"21510",1
"21511",1
"21512",0
"21513",1
"21514",1
"21515",1
"21516",1
"21517",1
"21518",1
"21519",1
"21520",1
"21521",1
"21522",1
"21523",1
"21524",1
"21525",1
"21526",1
"21527",0
"21528",1
"21529",1
"21530",1
"21531",0
"21532",1
"21533",1
"21534",1
"21535",0
"21536",1
"21537",1
"21538",1
"21539",1
"21540",1
"21541",1
"21542",1
"21543",0
"21544",1
"21545",1
"21546",1
"21547",1
"21548",1
"21549",1
"21550",0
"21551",0
"21552",0
"21553",1
"21554",1
"21555",1
"21556",1
"21557",1
"21558",1
"21559",1
"21560",1
"21561",1
"21562",1
"21563",1
"21564",1
"21565",0
"21566",1
"21567",1
"21568",1
"21569",1
"21570",1
"21571",1
"21572",1
"21573",1
"21574",1
"21575",1
"21576",0
"21577",1
"21578",1
"21579",1
"21580",0
"21581",0
"21582",1
"21583",0
"21584",1
"21585",1
"21586",1
"21587",1
"21588",1
"21589",1
"21590",1
"21591",0
"21592",1
"21593",1
"21594",1
"21595",1
"21596",1
"21597",1
"21598",1
"21599",1
"21600",1
"21601",1
"21602",0
"21603",1
"21604",1
"21605",0
"21606",0
"21607",1
"21608",1
"21609",1
"21610",0
"21611",1
"21612",1
"21613",0
"21614",1
"21615",1
"21616",1
"21617",1
"21618",1
"21619",1
"21620",1
"21621",1
"21622",1
"21623",1
"21624",1
"21625",1
"21626",1
"21627",1
"21628",1
"21629",1
"21630",1
"21631",0
"21632",1
"21633",0
"21634",1
"21635",1
"21636",1
"21637",1
"21638",1
"21639",1
"21640",1
"21641",1
"21642",1
"21643",1
"21644",1
"21645",1
"21646",1
"21647",1
"21648",0
"21649",1
"21650",1
"21651",1
"21652",1
"21653",1
"21654",1
"21655",0
"21656",1
"21657",0
"21658",1
"21659",1
"21660",0
"21661",0
"21662",1
"21663",1
"21664",1
"21665",1
"21666",1
"21667",1
"21668",1
"21669",0
"21670",1
"21671",1
"21672",1
"21673",1
"21674",1
"21675",0
"21676",0
"21677",1
"21678",0
"21679",1
"21680",0
"21681",1
"21682",1
"21683",1
"21684",1
"21685",1
"21686",1
"21687",1
"21688",1
"21689",1
"21690",1
"21691",1
"21692",0
"21693",1
"21694",1
"21695",1
"21696",1
"21697",1
"21698",1
"21699",1
"21700",1
"21701",1
"21702",1
"21703",1
"21704",1
"21705",1
"21706",1
"21707",1
"21708",0
"21709",1
"21710",1
"21711",0
"21712",1
"21713",0
"21714",0
"21715",1
"21716",1
"21717",1
"21718",0
"21719",0
"21720",1
"21721",1
"21722",1
"21723",1
"21724",1
"21725",1
"21726",1
"21727",1
"21728",1
"21729",1
"21730",1
"21731",1
"21732",0
"21733",1
"21734",1
"21735",1
"21736",1
"21737",1
"21738",0
"21739",1
"21740",1
"21741",1
"21742",1
"21743",1
"21744",1
"21745",1
"21746",1
"21747",1
"21748",0
"21749",1
"21750",0
"21751",1
"21752",0
"21753",1
"21754",1
"21755",1
"21756",1
"21757",1
"21758",0
"21759",0
"21760",1
"21761",1
"21762",1
"21763",1
"21764",0
"21765",1
"21766",1
"21767",0
"21768",1
"21769",1
"21770",1
"21771",1
"21772",1
"21773",1
"21774",1
"21775",1
"21776",1
"21777",1
"21778",1
"21779",1
"21780",1
"21781",1
"21782",1
"21783",0
"21784",0
"21785",1
"21786",1
"21787",0
"21788",1
"21789",1
"21790",1
"21791",1
"21792",1
"21793",0
"21794",1
"21795",0
"21796",1
"21797",1
"21798",1
"21799",1
"21800",1
"21801",1
"21802",1
"21803",1
"21804",1
"21805",0
"21806",0
"21807",1
"21808",1
"21809",1
"21810",1
"21811",1
"21812",1
"21813",1
"21814",1
"21815",0
"21816",1
"21817",1
"21818",1
"21819",1
"21820",1
"21821",0
"21822",1
"21823",1
"21824",0
"21825",1
"21826",1
"21827",1
"21828",0
"21829",1
"21830",1
"21831",1
"21832",1
"21833",1
"21834",1
"21835",1
"21836",0
"21837",1
"21838",0
"21839",1
"21840",1
"21841",1
"21842",0
"21843",0
"21844",0
"21845",0
"21846",0
"21847",1
"21848",1
"21849",0
"21850",1
"21851",1
"21852",1
"21853",0
"21854",1
"21855",1
"21856",1
"21857",0
"21858",1
"21859",1
"21860",1
"21861",1
"21862",1
"21863",1
"21864",1
"21865",1
"21866",0
"21867",1
"21868",1
"21869",1
"21870",1
"21871",0
"21872",0
"21873",1
"21874",1
"21875",1
"21876",1
"21877",1
"21878",1
"21879",1
"21880",0
"21881",1
"21882",0
"21883",1
"21884",1
"21885",1
"21886",1
"21887",1
"21888",1
"21889",1
"21890",0
"21891",1
"21892",1
"21893",1
"21894",1
"21895",0
"21896",0
"21897",1
"21898",1
"21899",1
"21900",1
"21901",1
"21902",1
"21903",1
"21904",1
"21905",1
"21906",1
"21907",1
"21908",1
"21909",1
"21910",1
"21911",1
"21912",1
"21913",1
"21914",1
"21915",1
"21916",1
"21917",1
"21918",1
"21919",1
"21920",1
"21921",1
"21922",0
"21923",1
"21924",1
"21925",1
"21926",1
"21927",1
"21928",1
"21929",0
"21930",1
"21931",1
"21932",0
"21933",1
"21934",0
"21935",1
"21936",1
"21937",0
"21938",0
"21939",1
"21940",1
"21941",0
"21942",0
"21943",1
"21944",0
"21945",1
"21946",1
"21947",1
"21948",1
"21949",1
"21950",1
"21951",0
"21952",1
"21953",0
"21954",0
"21955",1
"21956",1
"21957",0
"21958",1
"21959",1
"21960",0
"21961",0
"21962",1
"21963",1
"21964",0
"21965",1
"21966",1
"21967",1
"21968",0
"21969",1
"21970",1
"21971",1
"21972",1
"21973",0
"21974",1
"21975",1
"21976",0
"21977",1
"21978",1
"21979",1
"21980",1
"21981",0
"21982",0
"21983",1
"21984",1
"21985",1
"21986",1
"21987",1
"21988",1
"21989",0
"21990",1
"21991",1
"21992",1
"21993",1
"21994",1
"21995",1
"21996",1
"21997",1
"21998",1
"21999",1
"22000",1
"22001",1
"22002",1
"22003",0
"22004",1
"22005",1
"22006",1
"22007",1
"22008",0
"22009",1
"22010",1
"22011",1
"22012",0
"22013",0
"22014",1
"22015",1
"22016",0
"22017",1
"22018",0
"22019",1
"22020",1
"22021",1
"22022",1
"22023",1
"22024",1
"22025",1
"22026",1
"22027",0
"22028",1
"22029",1
"22030",1
"22031",0
"22032",1
"22033",1
"22034",0
"22035",0
"22036",0
"22037",1
"22038",0
"22039",0
"22040",1
"22041",0
"22042",1
"22043",0
"22044",1
"22045",1
"22046",1
"22047",1
"22048",1
"22049",0
"22050",0
"22051",0
"22052",1
"22053",1
"22054",0
"22055",0
"22056",0
"22057",1
"22058",1
"22059",1
"22060",0
"22061",1
"22062",1
"22063",1
"22064",1
"22065",0
"22066",0
"22067",1
"22068",1
"22069",1
"22070",1
"22071",1
"22072",1
"22073",0
"22074",0
"22075",0
"22076",1
"22077",0
"22078",0
"22079",1
"22080",0
"22081",1
"22082",0
"22083",0
"22084",0
"22085",1
"22086",1
"22087",0
"22088",1
"22089",1
"22090",1
"22091",0
"22092",0
"22093",1
"22094",1
"22095",1
"22096",0
"22097",1
"22098",0
"22099",0
"22100",0
"22101",0
"22102",0
"22103",0
"22104",0
"22105",0
"22106",0
"22107",1
"22108",0
"22109",1
"22110",1
"22111",1
"22112",1
"22113",1
"22114",0
"22115",1
"22116",1
"22117",1
"22118",0
"22119",1
"22120",0
"22121",1
"22122",1
"22123",1
"22124",0
"22125",0
"22126",1
"22127",1
"22128",1
"22129",1
"22130",0
"22131",0
"22132",1
"22133",1
"22134",0
"22135",1
"22136",1
"22137",0
"22138",1
"22139",0
"22140",1
"22141",0
"22142",1
"22143",1
"22144",1
"22145",1
"22146",1
"22147",0
"22148",1
"22149",0
"22150",0
"22151",1
"22152",1
"22153",1
"22154",0
"22155",0
"22156",0
"22157",0
"22158",0
"22159",1
"22160",1
"22161",1
"22162",0
"22163",1
"22164",0
"22165",1
"22166",0
"22167",1
"22168",1
"22169",0
"22170",1
"22171",0
"22172",1
"22173",1
"22174",1
"22175",0
"22176",1
"22177",1
"22178",1
"22179",1
"22180",1
"22181",0
"22182",0
"22183",1
"22184",0
"22185",0
"22186",1
"22187",0
"22188",0
"22189",1
"22190",0
"22191",1
"22192",0
"22193",0
"22194",1
"22195",0
"22196",1
"22197",1
"22198",0
"22199",0
"22200",1
"22201",1
"22202",0
"22203",1
"22204",1
"22205",0
"22206",0
"22207",0
"22208",0
"22209",1
"22210",1
"22211",1
"22212",1
"22213",1
"22214",1
"22215",0
"22216",1
"22217",1
"22218",1
"22219",1
"22220",1
"22221",1
"22222",1
"22223",0
"22224",0
"22225",0
"22226",1
"22227",1
"22228",1
"22229",1
"22230",0
"22231",0
"22232",1
"22233",1
"22234",1
"22235",0
"22236",0
"22237",1
"22238",1
"22239",0
"22240",0
"22241",1
"22242",0
"22243",1
"22244",0
"22245",0
"22246",1
"22247",1
"22248",1
"22249",1
"22250",1
"22251",1
"22252",0
"22253",1
"22254",0
"22255",0
"22256",0
"22257",1
"22258",0
"22259",0
"22260",0
"22261",0
"22262",1
"22263",1
"22264",1
"22265",1
"22266",1
"22267",1
"22268",1
"22269",1
"22270",1
"22271",1
"22272",1
"22273",0
"22274",1
"22275",0
"22276",1
"22277",1
"22278",1
"22279",0
"22280",1
"22281",0
"22282",1
"22283",1
"22284",1
"22285",1
"22286",0
"22287",0
"22288",1
"22289",1
"22290",0
"22291",1
"22292",1
"22293",1
"22294",1
"22295",0
"22296",0
"22297",1
"22298",1
"22299",0
"22300",1
"22301",1
"22302",1
"22303",1
"22304",0
"22305",0
"22306",1
"22307",1
"22308",0
"22309",1
"22310",0
"22311",0
"22312",0
"22313",1
"22314",0
"22315",1
"22316",1
"22317",1
"22318",1
"22319",1
"22320",1
"22321",1
"22322",0
"22323",1
"22324",1
"22325",1
"22326",1
"22327",1
"22328",1
"22329",0
"22330",0
"22331",0
"22332",0
"22333",1
"22334",1
"22335",1
"22336",0
"22337",1
"22338",0
"22339",0
"22340",1
"22341",1
"22342",0
"22343",1
"22344",1
"22345",0
"22346",0
"22347",1
"22348",1
"22349",1
"22350",0
"22351",0
"22352",1
"22353",1
"22354",1
"22355",1
"22356",0
"22357",0
"22358",1
"22359",1
"22360",1
"22361",1
"22362",0
"22363",1
"22364",0
"22365",1
"22366",0
"22367",0
"22368",1
"22369",0
"22370",1
"22371",1
"22372",1
"22373",1
"22374",1
"22375",1
"22376",1
"22377",1
"22378",1
"22379",1
"22380",1
"22381",0
"22382",0
"22383",0
"22384",1
"22385",1
"22386",0
"22387",0
"22388",1
"22389",0
"22390",1
"22391",1
"22392",0
"22393",1
"22394",1
"22395",1
"22396",1
"22397",1
"22398",0
"22399",0
"22400",1
"22401",0
"22402",1
"22403",0
"22404",0
"22405",1
"22406",0
"22407",0
"22408",0
"22409",1
"22410",1
"22411",1
"22412",0
"22413",0
"22414",1
"22415",1
"22416",0
"22417",0
"22418",1
"22419",0
"22420",1
"22421",1
"22422",1
"22423",0
"22424",0
"22425",0
"22426",0
"22427",0
"22428",1
"22429",1
"22430",0
"22431",1
"22432",1
"22433",1
"22434",1
"22435",0
"22436",0
"22437",0
"22438",0
"22439",0
"22440",1
"22441",1
"22442",1
"22443",1
"22444",0
"22445",1
"22446",1
"22447",1
"22448",1
"22449",1
"22450",0
"22451",1
"22452",1
"22453",0
"22454",1
"22455",1
"22456",0
"22457",0
"22458",1
"22459",0
"22460",0
"22461",0
"22462",1
"22463",1
"22464",0
"22465",1
"22466",0
"22467",1
"22468",0
"22469",1
"22470",0
"22471",1
"22472",0
"22473",1
"22474",1
"22475",1
"22476",1
"22477",1
"22478",1
"22479",1
"22480",1
"22481",0
"22482",1
"22483",1
"22484",0
"22485",1
"22486",1
"22487",1
"22488",1
"22489",1
"22490",1
"22491",0
"22492",1
"22493",1
"22494",1
"22495",1
"22496",1
"22497",1
"22498",1
"22499",1
"22500",0
"22501",1
"22502",0
"22503",0
"22504",1
"22505",1
"22506",1
"22507",0
"22508",1
"22509",1
"22510",1
"22511",0
"22512",1
"22513",1
"22514",0
"22515",1
"22516",0
"22517",0
"22518",0
"22519",0
"22520",0
"22521",1
"22522",0
"22523",0
"22524",1
"22525",0
"22526",1
"22527",1
"22528",0
"22529",1
"22530",1
"22531",0
"22532",0
"22533",1
"22534",1
"22535",0
"22536",0
"22537",1
"22538",1
"22539",0
"22540",0
"22541",0
"22542",1
"22543",1
"22544",1
"22545",0
"22546",1
"22547",0
"22548",1
"22549",0
"22550",1
"22551",0
"22552",0
"22553",0
"22554",0
"22555",0
"22556",1
"22557",0
"22558",0
"22559",1
"22560",0
"22561",1
"22562",1
"22563",0
"22564",1
"22565",1
"22566",1
"22567",1
"22568",0
"22569",0
"22570",0
"22571",1
"22572",0
"22573",1
"22574",1
"22575",1
"22576",1
"22577",0
"22578",1
"22579",0
"22580",1
"22581",0
"22582",0
"22583",1
"22584",0
"22585",0
"22586",0
"22587",0
"22588",0
"22589",1
"22590",1
"22591",1
"22592",0
"22593",1
"22594",1
"22595",1
"22596",1
"22597",1
"22598",1
"22599",0
"22600",1
"22601",1
"22602",0
"22603",0
"22604",1
"22605",1
"22606",1
"22607",1
"22608",0
"22609",1
"22610",0
"22611",0
"22612",1
"22613",0
"22614",1
"22615",0
"22616",0
"22617",1
"22618",1
"22619",1
"22620",0
"22621",0
"22622",0
"22623",1
"22624",1
"22625",0
"22626",0
"22627",0
"22628",1
"22629",0
"22630",1
"22631",0
"22632",1
"22633",0
"22634",0
"22635",1
"22636",1
"22637",0
"22638",1
"22639",0
"22640",1
"22641",1
"22642",1
"22643",1
"22644",1
"22645",1
"22646",1
"22647",0
"22648",1
"22649",0
"22650",0
"22651",0
"22652",0
"22653",0
"22654",1
"22655",0
"22656",1
"22657",1
"22658",1
"22659",0
"22660",0
"22661",1
"22662",0
"22663",0
"22664",0
"22665",0
"22666",1
"22667",1
"22668",0
"22669",0
"22670",0
"22671",0
"22672",1
"22673",1
"22674",1
"22675",1
"22676",0
"22677",1
"22678",0
"22679",0
"22680",1
"22681",1
"22682",0
"22683",1
"22684",1
"22685",1
"22686",1
"22687",1
"22688",0
"22689",0
"22690",0
"22691",1
"22692",1
"22693",1
"22694",0
"22695",0
"22696",1
"22697",1
"22698",1
"22699",1
"22700",0
"22701",0
"22702",1
"22703",1
"22704",1
"22705",1
"22706",1
"22707",1
"22708",1
"22709",1
"22710",1
"22711",0
"22712",1
"22713",1
"22714",1
"22715",0
"22716",1
"22717",1
"22718",0
"22719",0
"22720",0
"22721",1
"22722",1
"22723",0
"22724",1
"22725",0
"22726",0
"22727",1
"22728",0
"22729",0
"22730",1
"22731",1
"22732",1
"22733",0
"22734",0
"22735",0
"22736",1
"22737",1
"22738",1
"22739",1
"22740",1
"22741",0
"22742",0
"22743",1
"22744",0
"22745",0
"22746",0
"22747",1
"22748",1
"22749",1
"22750",1
"22751",1
"22752",1
"22753",0
"22754",1
"22755",0
"22756",0
"22757",1
"22758",0
"22759",1
"22760",1
"22761",0
"22762",1
"22763",1
"22764",1
"22765",1
"22766",0
"22767",1
"22768",1
"22769",1
"22770",1
"22771",0
"22772",0
"22773",0
"22774",0
"22775",1
"22776",0
"22777",1
"22778",1
"22779",1
"22780",0
"22781",1
"22782",0
"22783",0
"22784",1
"22785",1
"22786",1
"22787",0
"22788",1
"22789",1
"22790",0
"22791",0
"22792",0
"22793",1
"22794",0
"22795",0
"22796",0
"22797",0
"22798",1
"22799",1
"22800",0
"22801",1
"22802",0
"22803",0
"22804",0
"22805",0
"22806",1
"22807",1
"22808",1
"22809",0
"22810",1
"22811",0
"22812",0
"22813",0
"22814",1
"22815",0
"22816",0
"22817",0
"22818",1
"22819",1
"22820",1
"22821",0
"22822",1
"22823",1
"22824",1
"22825",1
"22826",0
"22827",1
"22828",1
"22829",1
"22830",1
"22831",0
"22832",1
